County,ACURA ZDX,ALFA ROMEO TONALE,AUDI A3,AUDI A7,AUDI A8,AUDI E-TRON,AUDI E-TRON GT,AUDI E-TRON SPORTBACK,AUDI Q4,AUDI Q5,AUDI Q8,AUDI RS E-TRON GT,BENTLEY BENTAYGA,BENTLEY FLYING SPUR,BMW 330E,BMW 530E,BMW 745E,BMW I3,BMW I4,BMW I5,BMW I7,BMW I8,BMW IX,BMW X3,BMW X5,BMW XM,BRIGHTDROP ZEVO,BYD ELECTRIC TRUCK TRACTOR,CADILLAC CT6,CADILLAC ELR,CADILLAC LYRIQ,CHEVROLET BLAZER EV,CHEVROLET BOLT EUV,CHEVROLET BOLT EV,CHEVROLET EQUINOX EV,CHEVROLET SILVERADO EV,CHEVROLET SPARK,CHEVROLET VOLT,CHRYSLER PACIFICA,CODA CODA,DODGE HORNET,FERRARI 296 GTB,FERRARI 296 GTS,FERRARI SF90 STRADALE,FIAT 500,FIAT 500E,FISKER KARMA,FISKER OCEAN,FORD C-MAX,FORD ESCAPE,FORD F-150,FORD F-150 LARIAT,FORD FOCUS,FORD FUSION,FORD MUSTANG MACH-E,FORD RANGER,FORD TRANSIT,FREIGHTLINER ECASCADIA 116â€ DAY CAB,GEM GEM,GENESIS G80,GENESIS GV60,GENESIS GV70,GILLIG LOW FLOOR BUS,GMC HUMMER EV PICKUP,GMC HUMMER EV SUV,GMC SIERRA EV,GREENPOWER MOTOR COMPANY INC. EV STAR,HONDA ACCORD,HONDA CLARITY,HONDA PROLOGUE,HYUNDAI IONIQ,HYUNDAI IONIQ 5,HYUNDAI IONIQ 5 N,HYUNDAI IONIQ 6,HYUNDAI KONA ELECTRIC,HYUNDAI SANTA FE,HYUNDAI SONATA,HYUNDAI TUCSON,IC BUS PB10E,INTERNATIONAL MV60E,JAGUAR I-PACE,JEEP GRAND CHEROKEE,JEEP WRANGLER,KARMA REVERO,KIA EV6,KIA EV9,KIA NIRO,KIA OPTIMA,KIA SORENTO,KIA SOUL EV,KIA SPORTAGE,LAMBORGHINI REVUELTO,LAND ROVER RANGE ROVER,LAND ROVER RANGE ROVER SPORT,LEXUS NX,LEXUS RX,LEXUS RZ,LEXUS TX,LINCOLN AVIATOR,LINCOLN CORSAIR,LION LIONC (V2),LUCID AIR,MAZDA CX-70,MAZDA CX-90,MAZDA MX-30,MCLAREN P1,MERCEDES-BENZ B-CLASS,MERCEDES-BENZ C-CLASS,MERCEDES-BENZ EQB-CLASS,MERCEDES-BENZ EQE-CLASS SEDAN,MERCEDES-BENZ EQE-CLASS SUV,MERCEDES-BENZ EQS-CLASS SEDAN,MERCEDES-BENZ EQS-CLASS SUV,MERCEDES-BENZ ESPRINTER,MERCEDES-BENZ GLC-CLASS,MERCEDES-BENZ GLE-CLASS,MERCEDES-BENZ S-CLASS,MILES ZX50S AD,MINI COUNTRYMAN,MINI HARDTOP,MITSUBISHI I-MIEV,MITSUBISHI OUTLANDER,NEW FLYER XCELSIOR,NISSAN ARIYA,NISSAN LEAF,PETERBILT 220,PETERBILT 579,POLESTAR PS1,POLESTAR PS2,PORSCHE 918,PORSCHE CAYENNE,PORSCHE PANAMERA,PORSCHE TAYCAN,PORSCHE TAYCAN 4S,PORSCHE TAYCAN TURBO/TURBO S,RIVIAN EDV,RIVIAN R1S,RIVIAN R1T,ROLLS ROYCE SPECTRE,SMART EQ FORTWO,SMART FORTWO ELECTRIC DRIVE,SMITH ELECTRIC VEHICLES SMITH ELECTRIC VEHICLES,SUBARU CROSSTREK,SUBARU SOLTERRA,TESLA CYBERTRUCK,TESLA MODEL 3,TESLA MODEL S,TESLA MODEL X,TESLA MODEL Y,TESLA ROADSTER,TESLA SEMI,TOYOTA BZ4X,TOYOTA PRIUS PLUG-IN,TOYOTA PRIUS PRIME,TOYOTA RAV4,TOYOTA RAV4 PRIME,VINFAST VF 8,VOLKSWAGEN E-GOLF,VOLKSWAGEN ID.4,VOLVO C40,VOLVO S60,VOLVO S90,VOLVO TRUCK VNR,VOLVO V60,VOLVO XC40,VOLVO XC60,VOLVO XC90,WHEEGO ELECTRIC CARS WHEEGO,XOS MDXT,XOS SV01,Grand Total
Duval,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,11.0
Eastland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,3.0,,,2.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,3.0,8.0,1.0,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,32.0
Ector,,,,,,,,,,,2.0,,,,8.0,6.0,,2.0,2.0,,,4.0,2.0,,7.0,4.0,,,,,7.0,3.0,5.0,2.0,2.0,,,8.0,4.0,,,,,,1.0,,,,2.0,2.0,16.0,,,1.0,24.0,,1.0,,,,,,,3.0,5.0,,,,2.0,,,9.0,1.0,5.0,1.0,,,,,,,9.0,10.0,2.0,5.0,,,,,,8.0,,1.0,,,,,,6.0,3.0,,,,,,,,,1.0,1.0,1.0,,,,1.0,4.0,1.0,,,,,4.0,,,4.0,,,,,,,1.0,4.0,,,,,1.0,,,,,,,13.0,61.0,20.0,12.0,58.0,,,1.0,1.0,7.0,,2.0,,,3.0,,,,,,,,,,,,386.0
Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,4.0
El Paso,7.0,,1.0,,,26.0,14.0,17.0,23.0,14.0,10.0,1.0,,,40.0,40.0,5.0,50.0,66.0,9.0,4.0,16.0,26.0,5.0,47.0,8.0,,,,9.0,73.0,17.0,49.0,79.0,7.0,4.0,11.0,103.0,86.0,,1.0,1.0,,,14.0,,1.0,2.0,24.0,13.0,97.0,,3.0,62.0,192.0,,47.0,,2.0,1.0,2.0,,,16.0,19.0,2.0,1.0,5.0,20.0,14.0,8.0,64.0,,47.0,10.0,2.0,2.0,4.0,,,7.0,95.0,219.0,,51.0,18.0,37.0,5.0,10.0,2.0,94.0,,10.0,2.0,9.0,3.0,18.0,,16.0,2.0,,6.0,2.0,24.0,,,4.0,3.0,7.0,1.0,10.0,16.0,,,3.0,6.0,3.0,,5.0,8.0,1.0,16.0,,75.0,105.0,,,,10.0,,24.0,5.0,59.0,,,,21.0,19.0,,,10.0,,4.0,21.0,82.0,1290.0,187.0,145.0,1002.0,,,24.0,9.0,62.0,1.0,47.0,,9.0,106.0,16.0,8.0,2.0,,1.0,24.0,38.0,32.0,,,,5694.0
Ellis,2.0,,,,,7.0,1.0,1.0,1.0,2.0,1.0,,,1.0,4.0,14.0,,4.0,15.0,4.0,,8.0,8.0,2.0,11.0,,,,,3.0,31.0,11.0,16.0,23.0,4.0,4.0,,43.0,21.0,,,,,,1.0,,1.0,2.0,10.0,11.0,22.0,,1.0,18.0,74.0,,1.0,,2.0,1.0,1.0,1.0,,7.0,8.0,1.0,,,3.0,10.0,2.0,11.0,,3.0,1.0,,,,,,3.0,9.0,45.0,,14.0,7.0,8.0,1.0,2.0,1.0,19.0,,3.0,,1.0,,3.0,,3.0,,,4.0,1.0,5.0,,,,1.0,5.0,5.0,4.0,12.0,,,2.0,,,,,4.0,1.0,4.0,,8.0,29.0,,,,7.0,,2.0,4.0,8.0,,,1.0,7.0,14.0,,,2.0,,1.0,1.0,13.0,358.0,86.0,51.0,300.0,,,5.0,,19.0,1.0,8.0,,1.0,22.0,2.0,1.0,1.0,,1.0,,5.0,9.0,,,,1568.0
Erath,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,1.0,1.0,1.0,1.0,4.0,,,,3.0,3.0,,,,,,1.0,,,,2.0,2.0,4.0,,,3.0,9.0,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,3.0,,2.0,,1.0,,,,3.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,,16.0,4.0,2.0,11.0,,,,,3.0,,1.0,,1.0,,1.0,,,,,,,1.0,,,,98.0
Falls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,19.0
Fannin,,,1.0,,,,,,,,,,,,3.0,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,1.0,6.0,,,,6.0,1.0,,,,,,,,,,,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,3.0,,4.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,19.0,3.0,4.0,10.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,82.0
Fayette,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,1.0,,,4.0,,3.0,,,,,,,,,,,,,2.0,,,,3.0,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,4.0,,,,2.0,,,,1.0,,,,,,,,1.0,3.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,15.0,1.0,1.0,18.0,,,,,1.0,,2.0,,,1.0,,,,,,,1.0,,,,,77.0
Fisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
Floyd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,2.0,,,,,,,,,,,,,1.0,,,,13.0
Foard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,9.0
Fort Bend,18.0,10.0,7.0,4.0,1.0,92.0,53.0,26.0,76.0,37.0,64.0,,1.0,1.0,64.0,89.0,10.0,59.0,157.0,31.0,30.0,38.0,119.0,14.0,143.0,13.0,,,2.0,11.0,218.0,41.0,96.0,103.0,21.0,5.0,5.0,107.0,150.0,,,1.0,1.0,2.0,5.0,,3.0,24.0,27.0,28.0,168.0,3.0,3.0,48.0,329.0,,17.0,,1.0,3.0,9.0,9.0,,23.0,39.0,4.0,,,66.0,69.0,2.0,207.0,3.0,87.0,19.0,5.0,4.0,2.0,,,15.0,44.0,246.0,2.0,112.0,68.0,55.0,1.0,17.0,7.0,75.0,,14.0,3.0,11.0,6.0,71.0,2.0,40.0,14.0,,44.0,2.0,46.0,,,8.0,5.0,76.0,27.0,98.0,135.0,23.0,1.0,8.0,55.0,14.0,,4.0,15.0,,26.0,,103.0,152.0,,,1.0,45.0,,54.0,30.0,140.0,,,2.0,141.0,65.0,3.0,,8.0,,2.0,18.0,243.0,4100.0,858.0,823.0,6253.0,2.0,,38.0,23.0,85.0,1.0,85.0,,3.0,212.0,12.0,21.0,2.0,,2.0,24.0,50.0,100.0,,,,18218.0
Franklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,5.0,1.0,,2.0,,,,,1.0,,,,,,,,1.0,,,,1.0,,,,,22.0
Freestone,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,2.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,8.0,3.0,,6.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,38.0
Frio,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,16.0
Gains,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,3.0,,,1.0,,,,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,6.0,3.0,,5.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,37.0
Galveston,,3.0,,,,12.0,6.0,2.0,4.0,11.0,8.0,,1.0,,15.0,12.0,,19.0,24.0,4.0,3.0,5.0,12.0,1.0,30.0,,,,2.0,4.0,53.0,7.0,22.0,47.0,2.0,3.0,1.0,50.0,26.0,,1.0,,,1.0,4.0,,,1.0,16.0,8.0,60.0,2.0,,22.0,83.0,,13.0,,2.0,,4.0,,,4.0,16.0,,,,12.0,24.0,4.0,30.0,,10.0,7.0,,1.0,,,,4.0,16.0,101.0,,24.0,16.0,27.0,1.0,2.0,2.0,37.0,,1.0,,6.0,,3.0,,9.0,9.0,,13.0,,9.0,,,1.0,1.0,9.0,,11.0,19.0,1.0,,,6.0,5.0,,2.0,5.0,,10.0,,4.0,30.0,,,,9.0,,7.0,5.0,19.0,1.0,,271.0,22.0,21.0,,,3.0,,,5.0,55.0,556.0,174.0,92.0,642.0,,,9.0,7.0,30.0,,26.0,,1.0,41.0,5.0,3.0,3.0,,,10.0,7.0,8.0,,,,3130.0
Garza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0
Gillespie,,,,,,1.0,1.0,,,1.0,,,,,,,,2.0,,,,2.0,,,4.0,,,,,,,2.0,2.0,3.0,,,,4.0,3.0,,,,,,,,,,1.0,4.0,9.0,,,4.0,5.0,,,,,,,,,,1.0,,,1.0,,,,1.0,,1.0,,,,,,,1.0,2.0,3.0,,1.0,,,,1.0,,2.0,,2.0,,,2.0,,,2.0,1.0,,,,1.0,,,,,1.0,,1.0,1.0,,,,,,,,3.0,,,,,1.0,,,,1.0,,,1.0,1.0,,,,3.0,6.0,,,,,,1.0,3.0,36.0,8.0,12.0,33.0,,,1.0,,3.0,,3.0,,,2.0,1.0,,,,,,2.0,3.0,,,,197.0
Goliad,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,6.0
Gonzales,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,2.0,5.0,,,7.0,,,,,2.0,,,,,,,,,,,,,,,,,35.0
Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,2.0,1.0,3.0,,,,,,,2.0,,,,,,,,,,,1.0,,,,36.0
Grayson,1.0,,,,,3.0,,,,4.0,1.0,,,,2.0,5.0,,8.0,4.0,2.0,,,,,2.0,,,,,,11.0,6.0,16.0,21.0,5.0,1.0,1.0,23.0,23.0,,,,,,2.0,,1.0,,10.0,1.0,7.0,,1.0,20.0,28.0,,,,,,1.0,,,3.0,2.0,,,,5.0,2.0,2.0,5.0,,1.0,,1.0,,2.0,,,1.0,9.0,28.0,,12.0,3.0,9.0,,3.0,,13.0,,,,1.0,,2.0,,4.0,1.0,,2.0,,,,,,1.0,1.0,,,3.0,,,,,,,1.0,,,4.0,,6.0,18.0,,,,2.0,,1.0,1.0,1.0,,,,5.0,2.0,,,,,,2.0,14.0,154.0,40.0,11.0,131.0,,,,2.0,10.0,,4.0,,,5.0,,,1.0,,,,2.0,4.0,,,,747.0
Gregg,,,,,,1.0,,,,,,,,,2.0,4.0,,1.0,1.0,,1.0,1.0,2.0,,7.0,,,,1.0,,6.0,3.0,3.0,5.0,,1.0,,11.0,9.0,,2.0,,,,1.0,,,,2.0,1.0,9.0,1.0,,8.0,19.0,,,,,,,,,4.0,4.0,,,,3.0,4.0,,,,1.0,,,,,,,,16.0,19.0,,3.0,,7.0,,2.0,,9.0,,,,,1.0,,,2.0,,,1.0,1.0,3.0,,,,,,,2.0,1.0,,,,,,,,,,12.0,,1.0,7.0,,,,,,3.0,1.0,3.0,,,,,2.0,,,2.0,,1.0,,8.0,81.0,26.0,11.0,74.0,,,1.0,,8.0,,6.0,,,3.0,,1.0,,,,,2.0,6.0,,,,444.0
Grimes,,,,,,,,1.0,,,,,,,1.0,,,3.0,,,,,,,2.0,,,,,,2.0,,1.0,4.0,1.0,,,2.0,1.0,,,,,,,,,,,,2.0,,,1.0,4.0,,,,,,,,,,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,1.0,8.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,3.0,,,,,,,,1.0,,,,,1.0,,,,,,,2.0,17.0,3.0,5.0,19.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,96.0
Guadalupe,1.0,1.0,1.0,,,5.0,4.0,3.0,6.0,6.0,4.0,,,,7.0,7.0,2.0,6.0,5.0,1.0,,1.0,3.0,1.0,9.0,,,,,1.0,20.0,6.0,15.0,19.0,3.0,1.0,,26.0,22.0,,,,,,1.0,,,1.0,3.0,9.0,27.0,,1.0,15.0,48.0,,,,,,1.0,1.0,,2.0,1.0,,,,3.0,1.0,1.0,12.0,1.0,2.0,2.0,1.0,,,,,,11.0,38.0,,3.0,2.0,4.0,2.0,2.0,2.0,10.0,,,,,1.0,,,6.0,2.0,,4.0,,1.0,,,2.0,,1.0,3.0,3.0,4.0,,,1.0,2.0,,,1.0,1.0,1.0,6.0,,4.0,17.0,,,,5.0,,2.0,,,,,,7.0,5.0,,,2.0,,1.0,4.0,14.0,283.0,63.0,30.0,275.0,,,3.0,3.0,17.0,,10.0,,2.0,16.0,2.0,,1.0,,1.0,2.0,3.0,9.0,,,,1213.0
Hale,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,1.0,,,,5.0,2.0,,,,,,,,,,,1.0,10.0,,,2.0,1.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,4.0,,,1.0,,,1.0,,3.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,6.0,1.0,3.0,4.0,,,,,1.0,,,,,1.0,,,,,,1.0,,1.0,,,,58.0
Hamilton,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,2.0,1.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,21.0
Hansford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,2.0
Hardeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,3.0
Hardin,,,,,,,,,,,,,,,3.0,3.0,,,1.0,,,1.0,1.0,,1.0,,,,,,3.0,1.0,,1.0,,,,3.0,2.0,,,,,,,,,,,1.0,3.0,,,3.0,4.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,3.0,6.0,,4.0,1.0,2.0,,,,10.0,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,2.0,1.0,,,,,,,1.0,25.0,4.0,4.0,18.0,,,,,5.0,,1.0,,,1.0,,1.0,,,,,1.0,1.0,,,,131.0
Harris,51.0,57.0,38.0,5.0,4.0,284.0,120.0,89.0,205.0,171.0,216.0,17.0,5.0,3.0,230.0,241.0,27.0,326.0,429.0,82.0,58.0,94.0,310.0,48.0,447.0,26.0,,,10.0,34.0,531.0,117.0,375.0,626.0,55.0,46.0,22.0,486.0,470.0,1.0,4.0,5.0,1.0,4.0,37.0,2.0,8.0,42.0,127.0,139.0,598.0,4.0,7.0,274.0,1004.0,,135.0,,10.0,28.0,37.0,33.0,,67.0,101.0,4.0,,3.0,147.0,172.0,31.0,499.0,4.0,208.0,162.0,5.0,9.0,5.0,10.0,1.0,54.0,354.0,1084.0,7.0,352.0,173.0,252.0,9.0,49.0,17.0,419.0,6.0,49.0,12.0,64.0,24.0,129.0,1.0,93.0,35.0,,149.0,8.0,115.0,2.0,1.0,4.0,7.0,231.0,82.0,236.0,337.0,33.0,2.0,27.0,109.0,45.0,1.0,18.0,84.0,8.0,78.0,,212.0,579.0,,,2.0,163.0,3.0,222.0,97.0,509.0,3.0,1.0,1053.0,594.0,274.0,19.0,,16.0,,10.0,87.0,535.0,10274.0,2518.0,1800.0,10527.0,6.0,,135.0,57.0,359.0,2.0,267.0,1.0,31.0,678.0,70.0,49.0,13.0,,9.0,119.0,223.0,407.0,,,,46967.0
Harrison,,,,,,,,,1.0,,,,,,,1.0,,3.0,,,,,1.0,,3.0,,,,,,,2.0,1.0,3.0,2.0,,,3.0,6.0,,,,,,1.0,,,,,,4.0,,,4.0,5.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,2.0,10.0,,,1.0,1.0,,,,5.0,,,,,,,,3.0,1.0,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,5.0,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,26.0,14.0,9.0,31.0,1.0,,1.0,1.0,5.0,,2.0,,,1.0,,,,,,,1.0,2.0,,,,170.0
Hartley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,6.0
Haskell,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,7.0
Hays,,3.0,9.0,,,21.0,5.0,9.0,11.0,18.0,8.0,,,,18.0,25.0,,25.0,48.0,6.0,1.0,6.0,13.0,8.0,59.0,2.0,,,1.0,1.0,19.0,12.0,47.0,70.0,8.0,1.0,3.0,89.0,56.0,,1.0,,1.0,1.0,2.0,,,4.0,18.0,16.0,56.0,1.0,,35.0,118.0,,2.0,,1.0,1.0,2.0,2.0,,2.0,6.0,,,,24.0,7.0,4.0,55.0,,15.0,10.0,1.0,2.0,,,,2.0,13.0,78.0,,25.0,11.0,34.0,2.0,8.0,4.0,36.0,1.0,2.0,1.0,7.0,2.0,4.0,,10.0,6.0,,9.0,,16.0,,,,1.0,8.0,4.0,2.0,7.0,,,1.0,2.0,2.0,,4.0,6.0,,6.0,,14.0,68.0,,,,20.0,,8.0,3.0,23.0,,1.0,59.0,63.0,58.0,,,1.0,,2.0,11.0,56.0,925.0,185.0,124.0,940.0,1.0,,12.0,13.0,56.0,1.0,41.0,,6.0,63.0,6.0,4.0,1.0,1.0,2.0,8.0,22.0,48.0,,,,4149.0
Hemphill,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,7.0
