County,ACURA ZDX,ALFA ROMEO TONALE,AUDI A3,AUDI A7,AUDI A8,AUDI E-TRON,AUDI E-TRON GT,AUDI E-TRON SPORTBACK,AUDI Q4,AUDI Q5,AUDI Q8,AUDI RS E-TRON GT,BENTLEY BENTAYGA,BENTLEY FLYING SPUR,BMW 330E,BMW 530E,BMW 745E,BMW I3,BMW I4,BMW I5,BMW I7,BMW I8,BMW IX,BMW X3,BMW X5,BMW XM,BRIGHTDROP ZEVO,BYD ELECTRIC TRUCK TRACTOR,CADILLAC CT6,CADILLAC ELR,CADILLAC LYRIQ,CHEVROLET BLAZER EV,CHEVROLET BOLT EUV,CHEVROLET BOLT EV,CHEVROLET EQUINOX EV,CHEVROLET SILVERADO EV,CHEVROLET SPARK,CHEVROLET VOLT,CHRYSLER PACIFICA,CODA CODA,DODGE HORNET,FERRARI 296 GTB,FERRARI 296 GTS,FERRARI SF90 STRADALE,FIAT 500,FIAT 500E,FISKER KARMA,FISKER OCEAN,FORD C-MAX,FORD ESCAPE,FORD F-150,FORD F-150 LARIAT,FORD FOCUS,FORD FUSION,FORD MUSTANG MACH-E,FORD RANGER,FORD TRANSIT,FREIGHTLINER ECASCADIA 116â€ DAY CAB,GEM GEM,GENESIS G80,GENESIS GV60,GENESIS GV70,GILLIG LOW FLOOR BUS,GMC HUMMER EV PICKUP,GMC HUMMER EV SUV,GMC SIERRA EV,GREENPOWER MOTOR COMPANY INC. EV STAR,HONDA ACCORD,HONDA CLARITY,HONDA PROLOGUE,HYUNDAI IONIQ,HYUNDAI IONIQ 5,HYUNDAI IONIQ 5 N,HYUNDAI IONIQ 6,HYUNDAI KONA ELECTRIC,HYUNDAI SANTA FE,HYUNDAI SONATA,HYUNDAI TUCSON,IC BUS PB10E,INTERNATIONAL MV60E,JAGUAR I-PACE,JEEP GRAND CHEROKEE,JEEP WRANGLER,KARMA REVERO,KIA EV6,KIA EV9,KIA NIRO,KIA OPTIMA,KIA SORENTO,KIA SOUL EV,KIA SPORTAGE,LAMBORGHINI REVUELTO,LAND ROVER RANGE ROVER,LAND ROVER RANGE ROVER SPORT,LEXUS NX,LEXUS RX,LEXUS RZ,LEXUS TX,LINCOLN AVIATOR,LINCOLN CORSAIR,LION LIONC (V2),LUCID AIR,MAZDA CX-70,MAZDA CX-90,MAZDA MX-30,MCLAREN P1,MERCEDES-BENZ B-CLASS,MERCEDES-BENZ C-CLASS,MERCEDES-BENZ EQB-CLASS,MERCEDES-BENZ EQE-CLASS SEDAN,MERCEDES-BENZ EQE-CLASS SUV,MERCEDES-BENZ EQS-CLASS SEDAN,MERCEDES-BENZ EQS-CLASS SUV,MERCEDES-BENZ ESPRINTER,MERCEDES-BENZ GLC-CLASS,MERCEDES-BENZ GLE-CLASS,MERCEDES-BENZ S-CLASS,MILES ZX50S AD,MINI COUNTRYMAN,MINI HARDTOP,MITSUBISHI I-MIEV,MITSUBISHI OUTLANDER,NEW FLYER XCELSIOR,NISSAN ARIYA,NISSAN LEAF,PETERBILT 220,PETERBILT 579,POLESTAR PS1,POLESTAR PS2,PORSCHE 918,PORSCHE CAYENNE,PORSCHE PANAMERA,PORSCHE TAYCAN,PORSCHE TAYCAN 4S,PORSCHE TAYCAN TURBO/TURBO S,RIVIAN EDV,RIVIAN R1S,RIVIAN R1T,ROLLS ROYCE SPECTRE,SMART EQ FORTWO,SMART FORTWO ELECTRIC DRIVE,SMITH ELECTRIC VEHICLES SMITH ELECTRIC VEHICLES,SUBARU CROSSTREK,SUBARU SOLTERRA,TESLA CYBERTRUCK,TESLA MODEL 3,TESLA MODEL S,TESLA MODEL X,TESLA MODEL Y,TESLA ROADSTER,TESLA SEMI,TOYOTA BZ4X,TOYOTA PRIUS PLUG-IN,TOYOTA PRIUS PRIME,TOYOTA RAV4,TOYOTA RAV4 PRIME,VINFAST VF 8,VOLKSWAGEN E-GOLF,VOLKSWAGEN ID.4,VOLVO C40,VOLVO S60,VOLVO S90,VOLVO TRUCK VNR,VOLVO V60,VOLVO XC40,VOLVO XC60,VOLVO XC90,WHEEGO ELECTRIC CARS WHEEGO,XOS MDXT,XOS SV01,Grand Total
Carson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,9.0
Cass,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,,,,,,,1.0,1.0,3.0,1.0,,,3.0,6.0,,,,,,,,,,1.0,,1.0,,,,2.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,2.0,,,,,,,,3.0,,,,,,,,2.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,1.0,9.0,4.0,,7.0,,,,,2.0,,1.0,,,,,,,,,,,2.0,,,,68.0
Castro,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,9.0
Chambers,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,2.0,,1.0,2.0,,,,,,1.0,1.0,,6.0,2.0,,,2.0,3.0,,,,,,,,,1.0,1.0,1.0,11.0,,,1.0,6.0,,,,,,1.0,,,,1.0,,,,3.0,2.0,,1.0,,3.0,1.0,,,,,,,3.0,9.0,,2.0,1.0,2.0,,1.0,,,,,,,,,,3.0,1.0,,,,,,,,,1.0,,,,,,,1.0,1.0,,,,,,,1.0,2.0,,,,,,,,3.0,,,,2.0,,,,,,,,6.0,72.0,15.0,4.0,53.0,,,1.0,,,,1.0,,,2.0,,,,,,2.0,,,,,,246.0
Cherokee,,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,2.0,,,,,,3.0,1.0,,3.0,,1.0,,6.0,8.0,,,,,,1.0,,,,1.0,1.0,3.0,,,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,1.0,1.0,1.0,,,1.0,6.0,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,,3.0,21.0,6.0,3.0,14.0,,,,,4.0,,1.0,,,,,,,,,,1.0,1.0,,,,114.0
Childress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,10.0
Clay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,22.0
Coke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0
Coleman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,8.0
Collin,31.0,8.0,10.0,7.0,1.0,172.0,61.0,55.0,118.0,74.0,96.0,9.0,2.0,2.0,126.0,177.0,12.0,132.0,299.0,53.0,33.0,42.0,224.0,32.0,339.0,8.0,9.0,,3.0,4.0,326.0,92.0,194.0,232.0,111.0,10.0,10.0,314.0,345.0,,2.0,3.0,1.0,1.0,40.0,3.0,4.0,35.0,55.0,42.0,191.0,2.0,12.0,148.0,642.0,,36.0,,5.0,5.0,31.0,22.0,,35.0,53.0,9.0,,2.0,126.0,102.0,19.0,176.0,,102.0,29.0,6.0,6.0,4.0,,,22.0,104.0,410.0,3.0,216.0,119.0,119.0,3.0,48.0,7.0,172.0,,20.0,8.0,52.0,20.0,204.0,5.0,58.0,18.0,,124.0,4.0,80.0,1.0,,7.0,10.0,127.0,63.0,114.0,210.0,6.0,,18.0,66.0,16.0,,12.0,33.0,9.0,51.0,,106.0,384.0,,,,88.0,,100.0,54.0,228.0,2.0,,284.0,284.0,143.0,3.0,,11.0,,3.0,55.0,222.0,7279.0,1529.0,1340.0,10711.0,6.0,,179.0,58.0,239.0,2.0,147.0,4.0,19.0,339.0,30.0,31.0,4.0,,2.0,68.0,143.0,274.0,,,,32652.0
Collingsworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0
Colorado,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,3.0,1.0,1.0,,,,2.0,1.0,,,,,,,,,,1.0,,7.0,,,3.0,1.0,,,,,,,,,,1.0,,,,1.0,,,1.0,,1.0,,,,,,,,1.0,4.0,,,,,,,,1.0,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,2.0,2.0,,,,,,,2.0,13.0,3.0,3.0,11.0,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,77.0
Comal,5.0,,2.0,,,8.0,12.0,8.0,15.0,12.0,18.0,2.0,,,12.0,15.0,1.0,16.0,11.0,5.0,,1.0,5.0,1.0,30.0,,,,2.0,2.0,21.0,6.0,21.0,42.0,4.0,1.0,2.0,41.0,54.0,,2.0,,,,2.0,,1.0,2.0,12.0,7.0,56.0,1.0,,22.0,78.0,,2.0,,2.0,,,,,2.0,10.0,1.0,,,7.0,6.0,4.0,27.0,1.0,7.0,7.0,2.0,1.0,,,,2.0,13.0,70.0,,16.0,5.0,11.0,,6.0,1.0,29.0,,1.0,,5.0,2.0,8.0,,12.0,6.0,,4.0,1.0,9.0,,,1.0,1.0,2.0,,2.0,11.0,,,1.0,1.0,2.0,,3.0,3.0,1.0,8.0,,18.0,18.0,,,,10.0,,5.0,7.0,7.0,,,,34.0,19.0,,,4.0,,,7.0,51.0,551.0,143.0,83.0,541.0,1.0,,5.0,6.0,37.0,,29.0,,1.0,17.0,4.0,4.0,1.0,,1.0,10.0,9.0,22.0,,,,2519.0
Comanche,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,1.0,,,,,,,,,,,,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,22.0
Concho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,8.0
Cooke,,,,,,,,,,1.0,,,,,,1.0,,3.0,,,,,1.0,,2.0,,,,,,4.0,2.0,3.0,3.0,,,,6.0,2.0,,,,,,1.0,,,,1.0,4.0,4.0,,,5.0,6.0,,,,,,,,,2.0,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,4.0,,1.0,3.0,1.0,1.0,1.0,,6.0,,,,,,1.0,,2.0,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,,1.0,,,3.0,,,,2.0,,,,1.0,,,,1.0,2.0,,,,,,,1.0,22.0,11.0,5.0,17.0,,,,,3.0,1.0,1.0,,,1.0,,,,,,1.0,,1.0,,,,152.0
Coryell,,2.0,,,,2.0,,,,,,,,,7.0,2.0,1.0,3.0,1.0,,,,,,2.0,,,,,,2.0,2.0,6.0,2.0,1.0,,1.0,17.0,6.0,,2.0,,,,,2.0,,,2.0,2.0,3.0,,,9.0,11.0,,2.0,,3.0,,,,,1.0,1.0,,,,2.0,,,4.0,,2.0,1.0,,,,,,1.0,5.0,10.0,,4.0,,3.0,,2.0,,7.0,,,,,,,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,1.0,,2.0,7.0,,,,,,,,,,,,1.0,,,,,,,2.0,4.0,62.0,8.0,6.0,33.0,,,2.0,2.0,5.0,,,,,7.0,1.0,1.0,,,,1.0,1.0,2.0,,,,289.0
Crane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0
Crockett,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,8.0
Crosby,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,9.0
Culbertson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,5.0,,,,,,,,3.0,,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,17.0
Dallam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,3.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,20.0
Dallas,67.0,9.0,32.0,5.0,,179.0,70.0,63.0,125.0,180.0,142.0,8.0,7.0,5.0,181.0,221.0,21.0,231.0,312.0,84.0,47.0,51.0,232.0,43.0,423.0,20.0,7.0,,8.0,23.0,403.0,79.0,263.0,530.0,64.0,35.0,10.0,418.0,372.0,,4.0,2.0,3.0,3.0,69.0,5.0,6.0,36.0,82.0,90.0,298.0,5.0,9.0,173.0,1029.0,,120.0,1.0,5.0,6.0,62.0,19.0,,46.0,63.0,7.0,,6.0,103.0,74.0,17.0,323.0,4.0,85.0,111.0,7.0,10.0,11.0,,1.0,38.0,639.0,912.0,4.0,240.0,104.0,215.0,9.0,34.0,16.0,284.0,2.0,69.0,15.0,51.0,21.0,114.0,1.0,43.0,27.0,,156.0,7.0,52.0,1.0,1.0,4.0,13.0,157.0,86.0,154.0,275.0,12.0,,19.0,66.0,31.0,,10.0,55.0,6.0,66.0,,126.0,420.0,,5.0,1.0,154.0,3.0,181.0,88.0,418.0,3.0,,103.0,498.0,185.0,6.0,,26.0,,6.0,57.0,305.0,7165.0,2018.0,1123.0,6797.0,5.0,,68.0,49.0,270.0,,140.0,2.0,21.0,303.0,50.0,47.0,13.0,,6.0,123.0,173.0,333.0,,2.0,,33167.0
Dawson,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,14.0
Deaf Smith,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,4.0,2.0,,5.0,,,,,,,,,,,,,,,,,,,,,,24.0
Delta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,15.0
Denton,17.0,8.0,15.0,3.0,1.0,107.0,18.0,24.0,65.0,66.0,49.0,3.0,1.0,2.0,86.0,128.0,11.0,99.0,236.0,46.0,30.0,30.0,167.0,16.0,230.0,6.0,4.0,,2.0,7.0,247.0,78.0,152.0,217.0,39.0,6.0,7.0,236.0,235.0,,4.0,1.0,,3.0,40.0,1.0,1.0,25.0,57.0,42.0,171.0,5.0,5.0,147.0,562.0,,25.0,,3.0,1.0,17.0,7.0,,34.0,49.0,7.0,,,54.0,55.0,5.0,190.0,2.0,46.0,21.0,7.0,4.0,9.0,,,25.0,75.0,354.0,4.0,163.0,85.0,86.0,4.0,43.0,8.0,130.0,3.0,19.0,4.0,9.0,10.0,58.0,,46.0,18.0,,67.0,2.0,60.0,1.0,,5.0,6.0,91.0,33.0,86.0,116.0,9.0,,10.0,31.0,19.0,,6.0,32.0,4.0,54.0,,55.0,310.0,1.0,,1.0,81.0,,78.0,31.0,167.0,4.0,,257.0,229.0,144.0,4.0,,11.0,,3.0,33.0,213.0,5025.0,1119.0,923.0,7112.0,1.0,,39.0,22.0,146.0,4.0,101.0,,13.0,240.0,24.0,30.0,7.0,,5.0,49.0,99.0,189.0,,,,22840.0
Dewitt,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,3.0,7.0,1.0,7.0,,,,,,,,,,1.0,,,,,,,,,,,,30.0
Dickens,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0
Dimmit,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0
Donley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,3.0
Duval,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,11.0
Eastland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,3.0,8.0,1.0,,,,,,,3.0,,,,,1.0,,,,,,,,,,,,31.0
Ector,,,,,,,,,,,2.0,,,,7.0,6.0,,2.0,2.0,,,5.0,3.0,,7.0,4.0,,,,,7.0,3.0,5.0,2.0,3.0,,,10.0,4.0,,,,,,1.0,,,,2.0,2.0,16.0,,,2.0,24.0,,1.0,,,,,,,3.0,5.0,,,,2.0,,,10.0,1.0,5.0,1.0,,,,,,,8.0,10.0,2.0,5.0,,,,,,7.0,,1.0,,,,,,7.0,3.0,,,,,,,,,1.0,1.0,,1.0,,,1.0,4.0,1.0,,,,,4.0,,,4.0,,,,,,,1.0,4.0,,,,,2.0,,,,,,,14.0,62.0,21.0,12.0,59.0,,,2.0,1.0,7.0,,2.0,,,3.0,,,,,,,,,,,,397.0
Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,4.0
El Paso,11.0,,1.0,,,27.0,14.0,18.0,22.0,14.0,10.0,2.0,,,39.0,39.0,5.0,52.0,69.0,11.0,4.0,16.0,27.0,5.0,48.0,9.0,1.0,,,8.0,76.0,19.0,51.0,79.0,9.0,5.0,11.0,100.0,86.0,,1.0,1.0,,,14.0,,,2.0,24.0,14.0,97.0,1.0,3.0,63.0,201.0,,47.0,,2.0,,2.0,,,16.0,21.0,3.0,1.0,5.0,20.0,17.0,7.0,65.0,,47.0,9.0,2.0,2.0,4.0,,,7.0,95.0,217.0,,51.0,21.0,37.0,5.0,10.0,1.0,93.0,,10.0,3.0,10.0,3.0,18.0,,17.0,2.0,,6.0,2.0,24.0,,,4.0,3.0,8.0,2.0,9.0,17.0,,,3.0,7.0,3.0,,5.0,8.0,1.0,15.0,,76.0,105.0,,,,10.0,,25.0,6.0,62.0,,,,21.0,19.0,,,11.0,,4.0,21.0,83.0,1329.0,193.0,146.0,1028.0,,,27.0,9.0,64.0,1.0,48.0,,9.0,111.0,16.0,8.0,2.0,,1.0,24.0,40.0,36.0,,,,5831.0
Ellis,2.0,,,,,6.0,1.0,1.0,1.0,2.0,1.0,,,1.0,4.0,14.0,1.0,4.0,15.0,4.0,1.0,7.0,8.0,3.0,12.0,,,,,3.0,33.0,11.0,16.0,23.0,4.0,4.0,,42.0,21.0,,,,,,1.0,,1.0,2.0,10.0,11.0,22.0,,1.0,18.0,75.0,,2.0,,2.0,1.0,1.0,1.0,,7.0,8.0,2.0,,,3.0,11.0,2.0,10.0,,4.0,1.0,,,,,,3.0,8.0,46.0,,15.0,8.0,8.0,1.0,2.0,1.0,17.0,,3.0,,2.0,,3.0,,3.0,1.0,,4.0,1.0,6.0,,,,1.0,6.0,5.0,4.0,12.0,,,2.0,,,,,4.0,1.0,3.0,,7.0,29.0,,,,7.0,,2.0,4.0,9.0,,,1.0,7.0,16.0,,,2.0,,1.0,1.0,15.0,365.0,87.0,52.0,305.0,,,6.0,,19.0,,9.0,,1.0,22.0,2.0,1.0,1.0,,1.0,,5.0,9.0,,,,1597.0
Erath,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,2.0,,,,,1.0,1.0,1.0,2.0,4.0,,,,3.0,3.0,,,,,,1.0,,,,2.0,2.0,5.0,,,3.0,9.0,,,,,,,,,1.0,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,,3.0,,1.0,,1.0,,,,3.0,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,1.0,,,,,,,,,,,,1.0,17.0,4.0,2.0,11.0,,,,,3.0,,1.0,,1.0,,1.0,,,,,,,1.0,,,,102.0
Falls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,4.0,,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,20.0
Fannin,,,1.0,,,,,,,,,,,,2.0,1.0,,,1.0,,,,,,,,,,,,2.0,1.0,1.0,5.0,,,,6.0,1.0,,,,,,,,,,,1.0,1.0,,,1.0,2.0,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,3.0,,4.0,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,19.0,3.0,4.0,12.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,84.0
Fayette,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,3.0,1.0,,,4.0,,3.0,,,,,,,,,,,,,2.0,,,,3.0,,,,,,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,1.0,4.0,,,,1.0,,,,1.0,,,,,,,,1.0,3.0,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,15.0,1.0,1.0,18.0,,,,,1.0,,2.0,,,1.0,,,,,,,1.0,,,,,78.0
Fisher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
