County,ACURA ZDX,ALFA ROMEO TONALE,AUDI A3,AUDI A7,AUDI A8,AUDI E-TRON,AUDI E-TRON GT,AUDI E-TRON SPORTBACK,AUDI Q4,AUDI Q5,AUDI Q8,AUDI RS E-TRON GT,BENTLEY BENTAYGA,BENTLEY FLYING SPUR,BMW 330E,BMW 530E,BMW 745E,BMW I3,BMW I4,BMW I5,BMW I7,BMW I8,BMW IX,BMW X3,BMW X5,BMW XM,BRIGHTDROP ZEVO,BYD ELECTRIC TRUCK TRACTOR,CADILLAC CT6,CADILLAC ELR,CADILLAC LYRIQ,CHEVROLET BLAZER EV,CHEVROLET BOLT EUV,CHEVROLET BOLT EV,CHEVROLET EQUINOX EV,CHEVROLET SILVERADO EV,CHEVROLET SPARK,CHEVROLET VOLT,CHRYSLER PACIFICA,CODA CODA,DODGE HORNET,FERRARI 296 GTB,FERRARI 296 GTS,FERRARI SF90 STRADALE,FIAT 500,FIAT 500E,FISKER KARMA,FISKER OCEAN,FORD C-MAX,FORD ESCAPE,FORD F-150,FORD F-150 LARIAT,FORD FOCUS,FORD FUSION,FORD MUSTANG MACH-E,FORD RANGER,FORD TRANSIT,FREIGHTLINER ECASCADIA 116â€ DAY CAB,GEM GEM,GENESIS G80,GENESIS GV60,GENESIS GV70,GILLIG LOW FLOOR BUS,GMC HUMMER EV PICKUP,GMC HUMMER EV SUV,GMC SIERRA EV,GREENPOWER MOTOR COMPANY INC. EV STAR,HONDA ACCORD,HONDA CLARITY,HONDA PROLOGUE,HYUNDAI IONIQ,HYUNDAI IONIQ 5,HYUNDAI IONIQ 5 N,HYUNDAI IONIQ 6,HYUNDAI KONA ELECTRIC,HYUNDAI SANTA FE,HYUNDAI SONATA,HYUNDAI TUCSON,IC BUS PB10E,INTERNATIONAL MV60E,JAGUAR I-PACE,JEEP GRAND CHEROKEE,JEEP WRANGLER,KARMA REVERO,KIA EV6,KIA EV9,KIA NIRO,KIA OPTIMA,KIA SORENTO,KIA SOUL EV,KIA SPORTAGE,LAMBORGHINI REVUELTO,LAND ROVER RANGE ROVER,LAND ROVER RANGE ROVER SPORT,LEXUS NX,LEXUS RX,LEXUS RZ,LEXUS TX,LINCOLN AVIATOR,LINCOLN CORSAIR,LION LIONC (V2),LUCID AIR,MAZDA CX-70,MAZDA CX-90,MAZDA MX-30,MCLAREN P1,MERCEDES-BENZ B-CLASS,MERCEDES-BENZ C-CLASS,MERCEDES-BENZ EQB-CLASS,MERCEDES-BENZ EQE-CLASS SEDAN,MERCEDES-BENZ EQE-CLASS SUV,MERCEDES-BENZ EQS-CLASS SEDAN,MERCEDES-BENZ EQS-CLASS SUV,MERCEDES-BENZ ESPRINTER,MERCEDES-BENZ GLC-CLASS,MERCEDES-BENZ GLE-CLASS,MERCEDES-BENZ S-CLASS,MILES ZX50S AD,MINI COUNTRYMAN,MINI HARDTOP,MITSUBISHI I-MIEV,MITSUBISHI OUTLANDER,NEW FLYER XCELSIOR,NISSAN ARIYA,NISSAN LEAF,PETERBILT 220,PETERBILT 579,POLESTAR PS1,POLESTAR PS2,PORSCHE 918,PORSCHE CAYENNE,PORSCHE PANAMERA,PORSCHE TAYCAN,PORSCHE TAYCAN 4S,PORSCHE TAYCAN TURBO/TURBO S,RIVIAN EDV,RIVIAN R1S,RIVIAN R1T,ROLLS ROYCE SPECTRE,SMART EQ FORTWO,SMART FORTWO ELECTRIC DRIVE,SMITH ELECTRIC VEHICLES SMITH ELECTRIC VEHICLES,SUBARU CROSSTREK,SUBARU SOLTERRA,TESLA CYBERTRUCK,TESLA MODEL 3,TESLA MODEL S,TESLA MODEL X,TESLA MODEL Y,TESLA ROADSTER,TESLA SEMI,TOYOTA BZ4X,TOYOTA PRIUS PLUG-IN,TOYOTA PRIUS PRIME,TOYOTA RAV4,TOYOTA RAV4 PRIME,VINFAST VF 8,VOLKSWAGEN E-GOLF,VOLKSWAGEN ID.4,VOLVO C40,VOLVO S60,VOLVO S90,VOLVO TRUCK VNR,VOLVO V60,VOLVO XC40,VOLVO XC60,VOLVO XC90,WHEEGO ELECTRIC CARS WHEEGO,XOS MDXT,XOS SV01,Grand Total
Midland,,,,,,,,,,1.0,,,,,4.0,6.0,2.0,,6.0,5.0,,1.0,3.0,2.0,18.0,8.0,,,,,5.0,2.0,3.0,5.0,4.0,,1.0,7.0,14.0,,1.0,,,,,,,,1.0,1.0,27.0,,,4.0,16.0,,2.0,,,,,,,3.0,6.0,1.0,,,1.0,4.0,,2.0,,3.0,1.0,,2.0,,,,,13.0,25.0,1.0,2.0,,1.0,,2.0,,8.0,,,,3.0,,1.0,1.0,10.0,3.0,,5.0,,3.0,,,,,,1.0,1.0,2.0,,,,1.0,,,,,,2.0,,2.0,1.0,,,,,,,1.0,2.0,,,,3.0,4.0,,,2.0,,,1.0,10.0,101.0,22.0,19.0,60.0,,,3.0,2.0,6.0,,7.0,,,4.0,,1.0,,,,1.0,5.0,7.0,,,,521.0
Milam,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,2.0,,,,,2.0,,,1.0,3.0,,,,3.0,4.0,,,,,,,,,,1.0,1.0,,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,3.0,,,,1.0,,,,3.0,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,13.0,1.0,1.0,6.0,,,,,2.0,,1.0,,,3.0,1.0,,,,,,,,,,,67.0
Mills,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,7.0,,2.0,,,,,,,,,,,,,,,,,,9.0,,,1.0,6.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,4.0,,3.0,,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,1.0,,,,,,,1.0,3.0,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,49.0
Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,3.0
Montague,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,1.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,1.0,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,5.0,,,,,,,,4.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,8.0,1.0,1.0,7.0,,,,,,,,,,1.0,,,,,2.0,,1.0,,,,,47.0
Montgomery,6.0,24.0,3.0,2.0,1.0,33.0,15.0,14.0,25.0,26.0,18.0,3.0,,1.0,61.0,63.0,3.0,45.0,68.0,13.0,6.0,12.0,41.0,11.0,122.0,11.0,,,,6.0,87.0,19.0,47.0,67.0,10.0,17.0,2.0,107.0,143.0,,1.0,,1.0,1.0,9.0,,2.0,5.0,25.0,19.0,108.0,2.0,1.0,67.0,237.0,,10.0,,6.0,,6.0,1.0,,19.0,29.0,2.0,,,17.0,42.0,6.0,63.0,1.0,31.0,10.0,5.0,5.0,3.0,,,12.0,245.0,360.0,1.0,92.0,25.0,51.0,3.0,10.0,,88.0,5.0,11.0,1.0,11.0,5.0,23.0,,20.0,6.0,,24.0,2.0,30.0,,,3.0,1.0,35.0,12.0,45.0,61.0,4.0,,7.0,26.0,9.0,,7.0,16.0,,16.0,,24.0,83.0,,,,22.0,1.0,33.0,20.0,58.0,3.0,,,85.0,66.0,3.0,,3.0,,3.0,10.0,130.0,1784.0,456.0,298.0,1853.0,1.0,,21.0,8.0,75.0,1.0,49.0,,3.0,114.0,16.0,11.0,2.0,,1.0,20.0,23.0,50.0,,,,8463.0
Moore,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,6.0,1.0,,2.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,24.0
Morris,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,3.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,18.0
Motley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0
Nacogdoches,,,,,,,,,,,,,,,,,,2.0,,1.0,,1.0,,,,,,,,,2.0,,,1.0,1.0,,,8.0,1.0,,,,,,,,,,1.0,1.0,3.0,,,2.0,5.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,1.0,9.0,,2.0,,2.0,,1.0,,7.0,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,1.0,4.0,,,,,,1.0,2.0,26.0,8.0,3.0,19.0,,,,,5.0,,2.0,,,1.0,,,,,,,1.0,2.0,,,,134.0
Navarro,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,1.0,,,,,,2.0,,2.0,4.0,,1.0,,1.0,2.0,,2.0,,,,,,,,2.0,,5.0,,,3.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,6.0,,1.0,1.0,1.0,,,,1.0,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,28.0,6.0,1.0,14.0,,,,,3.0,,2.0,,,,,,,,,,,1.0,,,,106.0
Newton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,11.0
Nolan,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,13.0
Nueces,,4.0,2.0,,,1.0,1.0,,2.0,1.0,1.0,,,,10.0,7.0,,11.0,11.0,2.0,2.0,2.0,9.0,3.0,14.0,4.0,,,1.0,2.0,15.0,6.0,12.0,18.0,3.0,2.0,4.0,23.0,39.0,,5.0,,,,5.0,,,2.0,7.0,6.0,23.0,1.0,13.0,15.0,39.0,,5.0,,1.0,1.0,,,,4.0,8.0,,,,13.0,10.0,3.0,13.0,,13.0,6.0,,,,,,2.0,27.0,56.0,,17.0,6.0,10.0,,3.0,,39.0,,,,4.0,,1.0,,4.0,3.0,,6.0,,2.0,,,,1.0,5.0,1.0,2.0,7.0,,,3.0,5.0,1.0,,1.0,,,14.0,,6.0,16.0,,,,2.0,,5.0,1.0,1.0,,,,9.0,9.0,,,1.0,,,2.0,30.0,351.0,62.0,42.0,247.0,,,2.0,2.0,26.0,,22.0,,1.0,24.0,1.0,1.0,,,1.0,,6.0,6.0,,,,1501.0
Ochiltree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,8.0
Oldham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0
Orange,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,1.0,,,,,,,1.0,3.0,5.0,1.0,,,5.0,8.0,,1.0,,,,,,,,1.0,3.0,4.0,,,1.0,9.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,11.0,,4.0,,3.0,,1.0,,8.0,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,2.0,,,,,,,1.0,1.0,,,,,,,,,,,1.0,5.0,33.0,13.0,7.0,25.0,,,,,,,,,,1.0,,,,,,,,,,,,167.0
Palo Pinto,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,1.0,1.0,,,,,,,1.0,1.0,1.0,,,,4.0,2.0,,1.0,,,,,,,1.0,2.0,2.0,6.0,,,3.0,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,5.0,8.0,,7.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,61.0
Panola,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,5.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,6.0,2.0,1.0,2.0,,,,,,,1.0,,,2.0,,,1.0,,,,1.0,,,,,31.0
Parker,3.0,,4.0,,1.0,6.0,5.0,4.0,1.0,4.0,3.0,,,,2.0,8.0,,8.0,12.0,,1.0,4.0,7.0,4.0,15.0,1.0,1.0,,2.0,2.0,25.0,7.0,11.0,19.0,3.0,1.0,,35.0,19.0,,1.0,,,,5.0,,,1.0,5.0,6.0,32.0,1.0,1.0,19.0,58.0,,3.0,,,,,,,3.0,10.0,1.0,,,7.0,14.0,2.0,9.0,,,2.0,1.0,,,,,1.0,10.0,34.0,,12.0,11.0,3.0,1.0,4.0,4.0,15.0,,1.0,,,1.0,1.0,,4.0,1.0,,2.0,,5.0,,,,,4.0,1.0,1.0,3.0,2.0,,1.0,3.0,3.0,,1.0,,1.0,3.0,,8.0,19.0,,,,,,7.0,3.0,5.0,,,,20.0,6.0,,,2.0,,,,17.0,258.0,80.0,44.0,270.0,,,5.0,3.0,20.0,1.0,10.0,1.0,1.0,22.0,4.0,2.0,2.0,,,4.0,5.0,13.0,,,,1364.0
Parmer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,7.0
Pecos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,11.0
Polk,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,1.0,,,2.0,4.0,,,,7.0,4.0,,,,,,,,1.0,,4.0,2.0,4.0,,,5.0,6.0,,,,1.0,,,,,,,,,,,,,2.0,,1.0,2.0,1.0,1.0,,,,,4.0,21.0,,4.0,,2.0,,,,7.0,,,,,,,,,,,,,1.0,,,,,1.0,,,2.0,,,,,,,,,,2.0,,1.0,3.0,,,,1.0,,,,,,,,2.0,2.0,,,,,,,5.0,35.0,13.0,5.0,24.0,,,,,6.0,,3.0,,,,1.0,1.0,,,,,,1.0,,,,198.0
Potter,,,,,,1.0,,,1.0,1.0,,,,,1.0,,,1.0,,,,,1.0,,6.0,,,,,,3.0,3.0,4.0,3.0,,3.0,1.0,7.0,9.0,,,,,,1.0,,,,1.0,8.0,12.0,,,14.0,9.0,,6.0,,2.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,3.0,9.0,,1.0,,1.0,,2.0,,11.0,,1.0,,,,,,5.0,,,,,3.0,,,,,,,,2.0,,,1.0,1.0,,,,1.0,,4.0,,1.0,7.0,,,,1.0,,,,,,,,3.0,,,,,,,,9.0,55.0,15.0,6.0,30.0,,,2.0,,9.0,,7.0,,,3.0,,1.0,,,,1.0,,,,,,295.0
Presidio,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,13.0
Rains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,3.0,1.0,,,,,,,,,,,,1.0,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,14.0,2.0,3.0,5.0,,,,,,,3.0,,,2.0,,,,,,,,1.0,,,,46.0
Randall,,,,,,6.0,,1.0,,1.0,,1.0,,,2.0,1.0,,,,,,1.0,2.0,,5.0,,,,1.0,,2.0,3.0,3.0,12.0,,,,26.0,5.0,,,,,,2.0,,1.0,,3.0,2.0,9.0,,,6.0,23.0,,,,1.0,,,,,1.0,3.0,,,,4.0,1.0,2.0,5.0,,1.0,,1.0,,,,,,4.0,11.0,,3.0,1.0,1.0,,2.0,,17.0,,,,1.0,,1.0,,10.0,3.0,,,,5.0,,,,,,,1.0,,,,1.0,,1.0,,,,,1.0,,4.0,10.0,,,,,,3.0,,2.0,,,,8.0,3.0,,,,,,3.0,15.0,128.0,33.0,29.0,93.0,,,1.0,1.0,23.0,,14.0,,1.0,19.0,1.0,1.0,,,1.0,,3.0,1.0,,,,597.0
Reagan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Real,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,6.0
Red River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,11.0
Reeves,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,1.0,,,,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,23.0
Refugio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,10.0
Robertson,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,3.0,,,3.0,,,,,,,1.0,,,1.0,,,,,,,,1.0,,,,22.0
Rockwall,3.0,,,,,5.0,3.0,1.0,7.0,6.0,6.0,,,,8.0,17.0,,10.0,13.0,4.0,,6.0,11.0,1.0,16.0,3.0,,,,5.0,35.0,17.0,13.0,17.0,9.0,,1.0,31.0,19.0,,1.0,,,,5.0,,,,5.0,8.0,23.0,1.0,,15.0,67.0,,4.0,,,1.0,4.0,1.0,,4.0,13.0,1.0,,,5.0,12.0,2.0,10.0,1.0,4.0,4.0,,,,,,3.0,11.0,55.0,2.0,16.0,15.0,8.0,,2.0,,18.0,,2.0,,,1.0,5.0,,7.0,3.0,,3.0,,9.0,,,,,5.0,1.0,5.0,17.0,,,3.0,3.0,,,,1.0,,1.0,,5.0,15.0,,,,5.0,,5.0,4.0,18.0,,,,21.0,11.0,1.0,,,,,10.0,42.0,401.0,125.0,66.0,406.0,,,2.0,3.0,29.0,,11.0,,2.0,18.0,1.0,,,,,3.0,7.0,15.0,,,,1880.0
Runnels,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,14.0
Rusk,,,,,,,,1.0,,,1.0,,,,,1.0,,,,,,1.0,1.0,,,,,,,,3.0,,2.0,1.0,1.0,1.0,,3.0,,,1.0,,,1.0,,,,,1.0,1.0,3.0,,,6.0,3.0,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,3.0,7.0,,,1.0,,,,,9.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,2.0,,,,,,1.0,,,,,,,2.0,,,,,,1.0,,18.0,5.0,5.0,15.0,,,,1.0,4.0,,,,,1.0,,,,,,,,1.0,,,,113.0
Sabine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,12.0
San Augustine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,1.0,,,,,,,,,,,,,,,,,12.0
San Jacinto,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,2.0,,,3.0,,,,1.0,4.0,,,,,,,,,,1.0,1.0,2.0,,,1.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,,,1.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,,,,,,1.0,14.0,3.0,,10.0,,,,,,,2.0,,,,1.0,,,,,,,2.0,,,,67.0
San Patricio,,,,,,,,,,,,,,,4.0,1.0,,1.0,,1.0,1.0,3.0,2.0,,1.0,,,,,,4.0,3.0,2.0,4.0,,,,7.0,4.0,,,,,,,,,,,2.0,4.0,,,3.0,8.0,,,,,,1.0,,,,1.0,,,,1.0,2.0,,3.0,,,1.0,,,,,,,8.0,10.0,,,,1.0,,1.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,2.0,,,,,,,3.0,25.0,7.0,2.0,35.0,,,,,4.0,,2.0,,1.0,2.0,,,,,,,,2.0,,,,178.0
San Saba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,13.0
Schleicher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
Scurry,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,5.0,,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,27.0
Shackelford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0
Shelby,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,5.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,24.0
